file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\ASUS\Desktop\ITPM assignment\Option 2\test_automation_ui\webApp.png,True,PASS,C:\Users\ASUS\Desktop\ITPM assignment\Option 2\test_automation_ui\results\preview_pass.png
